Feature,Importance
categorical__Current_Use_Streptococcal pneumonia,0.0005811149570575128
categorical__Target_Protein_UniProt_P08908; P09172; P14416; P21728; P21917; P21918; P23975; P31645; P34969; P35462; Q01959,0.0005808861206013123
categorical__Target_Protein_UniProt_P29274; P29275; P30542,0.0005807625071805547
categorical__Target_Protein_UniProt_P00519; P07948; P08631; P11274; P12931; P24941; P36507; Q02750; Q13555; Q9Y2U5,0.0005806341372018362
categorical__Target_Protein_UniProt_P35869; Q02127; Q14289,0.0005789197334464146
categorical__Target_Protein_UniProt_O76074; Q9HCR9,0.0005777963851987797
categorical__Target_Protein_UniProt_P04150; P28845,0.0005775686825243984
categorical__Target_Protein_UniProt_O75469; P10415; P10636; P11137; P27816; Q9H4B7,0.0005761545112936866
categorical__Current_Use_Liver transplant rejection,0.0005716482039198591
categorical__Current_Use_Abdominal actinomycosis,0.0005691782638910772
categorical__Target_Protein_UniProt_P01023; P14735,0.000568345116310681
categorical__Target_Protein_UniProt_P15144; P35610; Q9UHC9,0.0005680602849422675
categorical__Target_Protein_UniProt_P35372; P41143; P46098; Q8TCU5; Q9GZZ6,0.0005674045977809972
categorical__Target_Protein_UniProt_P34995; P42330; P43088; P43115,0.0005673350005232803
categorical__Current_Use_Addison Disease,0.0005673240818315112
categorical__Drug_Class_Sweetening Agents,0.000566001130605626
categorical__Current_Use_Narcolepsy,0.0005658856054234937
categorical__Current_Use_Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0.0005641341962773571
