mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__class_weight,param_classifier__criterion,param_classifier__max_depth,param_classifier__min_samples_leaf,param_classifier__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.03966879844665527,0.0017631612267636633,0.018440723419189453,0.0009175492062877434,,gini,20,4,2,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}",0.1939906799712908,0.14053461364555817,0.15015261626042484,0.1615593032924246,0.02326617198910291,36
0.039210240046183266,0.0006035970338788874,0.01842808723449707,0.0011731407605439046,,gini,20,4,5,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}",0.1939906799712908,0.14053461364555817,0.15015261626042484,0.1615593032924246,0.02326617198910291,36
0.03919370969136556,0.002366033756666753,0.01804486910502116,0.0006242495444375471,,gini,20,4,10,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}",0.20521967156792947,0.14021933044749654,0.1422433848272485,0.16256079561422485,0.030175696316276538,33
0.04985348383585612,0.0013293498528737422,0.016523122787475586,0.0006968868894069499,,entropy,,1,2,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}",0.12165888634928881,0.19447866298867336,0.0769432496411526,0.13102693299303825,0.048438714345261334,72
0.05437652269999186,0.006078648603352969,0.018139203389485676,0.0008844834725445611,,entropy,,1,5,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}",0.10472239361945246,0.12914173463081108,0.10503489565989568,0.11296634130338641,0.011438441803963547,146
0.04393815994262695,0.0027361527828112637,0.017246802647908527,0.0015922254893125114,,entropy,,1,10,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}",0.11988725042304096,0.15305534440114052,0.12980193225598677,0.13424817569338943,0.013901017350383522,66
0.04375163714090983,0.002087574166358969,0.017168442408243816,0.0012719484736743332,,entropy,,2,2,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}",0.1126783969162279,0.14979905525391163,0.10637822066917724,0.12295189094643892,0.01915725673994588,97
0.05388085047403971,0.020058169942037896,0.01738731066385905,0.0014876529341152369,,entropy,,2,5,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}",0.108070130580567,0.11688498785548476,0.08983975491767192,0.10493162445124123,0.011261995729236175,186
0.05777263641357422,0.018991427640257765,0.01786327362060547,0.0026313415625422503,,entropy,,2,10,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}",0.11321698928707688,0.1264196485402595,0.13072309781431024,0.12345324521388219,0.007448293785061329,91
0.039266506830851235,0.0019247374070031876,0.018182118733723957,0.0016435597448075678,,entropy,,4,2,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}",0.10595427338554993,0.1219270449723826,0.11712598910539414,0.11500243582110888,0.0066915103902722055,121
